Designator,Mid X,Mid Y,Rotation,Layer
KIKIT_FID_B_1,1.5,-4.0,0.0,bottom
KIKIT_FID_B_2,97.702,-4.0,0.0,bottom
KIKIT_FID_B_3,1.5,-96.0,0.0,bottom
KIKIT_FID_T_1,1.5,-4.0,0.0,top
KIKIT_FID_T_2,97.702,-4.0,0.0,top
KIKIT_FID_T_3,1.5,-96.0,0.0,top
KIKIT_TO_1,1.5,-1.5,0.0,top
KIKIT_TO_2,97.702,-1.5,0.0,top
KIKIT_TO_3,1.5,-98.5,0.0,top
R1_56,35.601,-62.525,180.0,top
R1_55,58.401,-48.025,180.0,top
R1_54,92.601,-48.025,180.0,top
R1_53,58.401,-77.025,180.0,top
R1_52,24.201,-33.525,180.0,top
R1_51,69.801,-48.025,180.0,top
R1_50,24.201,-91.525,180.0,top
R1_49,92.601,-77.025,180.0,top
R1_48,47.001,-91.525,180.0,top
R1_47,69.801,-19.025,180.0,top
R1_46,35.601,-91.525,180.0,top
R1_45,24.201,-4.525,180.0,top
R1_44,35.601,-4.525,180.0,top
R1_43,58.401,-33.525,180.0,top
R1_42,81.201,-33.525,180.0,top
R1_41,92.601,-19.025,180.0,top
R1_40,12.801,-4.525,180.0,top
R1_39,35.601,-33.525,180.0,top
R1_38,92.601,-33.525,180.0,top
R1_37,12.801,-77.025,180.0,top
R1_36,12.801,-19.025,180.0,top
R1_35,12.801,-62.525,180.0,top
R1_34,81.201,-77.025,180.0,top
R1_33,47.001,-4.525,180.0,top
R1_32,35.601,-77.025,180.0,top
R1_31,47.001,-19.025,180.0,top
R1_30,24.201,-19.025,180.0,top
R1_29,69.801,-91.525,180.0,top
R1_28,92.601,-4.525,180.0,top
R1_27,58.401,-62.525,180.0,top
R1_26,69.801,-77.025,180.0,top
R1_25,92.601,-62.525,180.0,top
R1_24,24.201,-48.025,180.0,top
R1_23,58.401,-19.025,180.0,top
R1_22,81.201,-62.525,180.0,top
R1_21,47.001,-33.525,180.0,top
R1_20,24.201,-77.025,180.0,top
R1_19,58.401,-91.525,180.0,top
R1_18,47.001,-62.525,180.0,top
R1_17,47.001,-77.025,180.0,top
R1_16,47.001,-48.025,180.0,top
R1_15,92.601,-91.525,180.0,top
R1_14,35.601,-19.025,180.0,top
R1_13,69.801,-33.525,180.0,top
R1_12,12.801,-33.525,180.0,top
R1_11,24.201,-62.525,180.0,top
R1_10,35.601,-48.025,180.0,top
R1_9,12.801,-48.025,180.0,top
R1_8,81.201,-19.025,180.0,top
R1_7,81.201,-4.525,180.0,top
R1_6,69.801,-62.525,180.0,top
R1_5,81.201,-91.525,180.0,top
R1_4,81.201,-48.025,180.0,top
R1_3,58.401,-4.525,180.0,top
R1_2,12.801,-91.525,180.0,top
R1,69.801,-4.525,180.0,top
R2_56,52.201,-4.525,0.0,top
R2_55,86.401,-91.525,0.0,top
R2_54,75.001,-48.025,0.0,top
R2_53,63.601,-77.025,0.0,top
R2_52,18.001,-19.025,0.0,top
R2_51,63.601,-91.525,0.0,top
R2_50,63.601,-62.525,0.0,top
R2_49,29.401,-19.025,0.0,top
R2_48,63.601,-33.525,0.0,top
R2_47,40.801,-33.525,0.0,top
R2_46,6.601,-62.525,0.0,top
R2_45,6.601,-4.525,0.0,top
R2_44,63.601,-4.525,0.0,top
R2_43,52.201,-62.525,0.0,top
R2_42,18.001,-91.525,0.0,top
R2_41,18.001,-77.025,0.0,top
R2_40,75.001,-62.525,0.0,top
R2_39,29.401,-91.525,0.0,top
R2_38,40.801,-4.525,0.0,top
R2_37,6.601,-48.025,0.0,top
R2_36,86.401,-48.025,0.0,top
R2_35,29.401,-77.025,0.0,top
R2_34,86.401,-19.025,0.0,top
R2_33,6.601,-33.525,0.0,top
R2_32,40.801,-48.025,0.0,top
R2_31,29.401,-4.525,0.0,top
R2_30,29.401,-48.025,0.0,top
R2_29,52.201,-77.025,0.0,top
R2_28,86.401,-62.525,0.0,top
R2_27,29.401,-62.525,0.0,top
R2_26,40.801,-77.025,0.0,top
R2_25,52.201,-48.025,0.0,top
R2_24,52.201,-19.025,0.0,top
R2_23,6.601,-91.525,0.0,top
R2_22,29.401,-33.525,0.0,top
R2_21,75.001,-19.025,0.0,top
R2_20,6.601,-19.025,0.0,top
R2_19,75.001,-4.525,0.0,top
R2_18,40.801,-91.525,0.0,top
R2_17,75.001,-77.025,0.0,top
R2_16,52.201,-91.525,0.0,top
R2_15,86.401,-33.525,0.0,top
R2_14,18.001,-48.025,0.0,top
R2_13,40.801,-19.025,0.0,top
R2_12,63.601,-19.025,0.0,top
R2_11,6.601,-77.025,0.0,top
R2_10,75.001,-91.525,0.0,top
R2_9,86.401,-77.025,0.0,top
R2_8,86.401,-4.525,0.0,top
R2_7,40.801,-62.525,0.0,top
R2_6,63.601,-48.025,0.0,top
R2_5,75.001,-33.525,0.0,top
R2_4,18.001,-4.525,0.0,top
R2_3,18.001,-33.525,0.0,top
R2_2,18.001,-62.525,0.0,top
R2,52.201,-33.525,0.0,top
TP1_56,46.601,-92.675,0.0,top
TP1_55,58.001,-5.675,0.0,top
TP1_54,12.401,-20.175,0.0,top
TP1_53,80.801,-49.175,0.0,top
TP1_52,58.001,-20.175,0.0,top
TP1_51,69.401,-20.175,0.0,top
TP1_50,80.801,-63.675,0.0,top
TP1_49,92.201,-34.675,0.0,top
TP1_48,92.201,-20.175,0.0,top
TP1_47,35.201,-5.675,0.0,top
TP1_46,58.001,-63.675,0.0,top
TP1_45,69.401,-78.175,0.0,top
TP1_44,58.001,-34.675,0.0,top
TP1_43,23.801,-34.675,0.0,top
TP1_42,46.601,-34.675,0.0,top
TP1_41,12.401,-63.675,0.0,top
TP1_40,23.801,-49.175,0.0,top
TP1_39,23.801,-92.675,0.0,top
TP1_38,46.601,-78.175,0.0,top
TP1_37,23.801,-20.175,0.0,top
TP1_36,46.601,-20.175,0.0,top
TP1_35,12.401,-92.675,0.0,top
TP1_34,80.801,-5.675,0.0,top
TP1_33,92.201,-92.675,0.0,top
TP1_32,80.801,-92.675,0.0,top
TP1_31,92.201,-78.175,0.0,top
TP1_30,69.401,-5.675,0.0,top
TP1_29,35.201,-49.175,0.0,top
TP1_28,12.401,-34.675,0.0,top
TP1_27,46.601,-63.675,0.0,top
TP1_26,12.401,-5.675,0.0,top
TP1_25,35.201,-20.175,0.0,top
TP1_24,12.401,-49.175,0.0,top
TP1_23,46.601,-5.675,0.0,top
TP1_22,35.201,-63.675,0.0,top
TP1_21,58.001,-49.175,0.0,top
TP1_20,69.401,-34.675,0.0,top
TP1_19,69.401,-92.675,0.0,top
TP1_18,23.801,-63.675,0.0,top
TP1_17,69.401,-49.175,0.0,top
TP1_16,35.201,-92.675,0.0,top
TP1_15,92.201,-5.675,0.0,top
TP1_14,58.001,-92.675,0.0,top
TP1_13,12.401,-78.175,0.0,top
TP1_12,46.601,-49.175,0.0,top
TP1_11,80.801,-78.175,0.0,top
TP1_10,80.801,-34.675,0.0,top
TP1_9,92.201,-49.175,0.0,top
TP1_8,58.001,-78.175,0.0,top
TP1_7,35.201,-78.175,0.0,top
TP1_6,92.201,-63.675,0.0,top
TP1_5,35.201,-34.675,0.0,top
TP1_4,69.401,-63.675,0.0,top
TP1_3,23.801,-78.175,0.0,top
TP1_2,23.801,-5.675,0.0,top
TP1,80.801,-20.175,0.0,top
TP2_56,23.801,-64.625,0.0,top
TP2_55,69.401,-93.625,0.0,top
TP2_54,23.801,-79.125,0.0,top
TP2_53,23.801,-21.125,0.0,top
TP2_52,58.001,-64.625,0.0,top
TP2_51,35.201,-50.125,0.0,top
TP2_50,58.001,-6.625,0.0,top
TP2_49,92.201,-64.625,0.0,top
TP2_48,69.401,-21.125,0.0,top
TP2_47,12.401,-93.625,0.0,top
TP2_46,92.201,-6.625,0.0,top
TP2_45,69.401,-35.625,0.0,top
TP2_44,23.801,-35.625,0.0,top
TP2_43,35.201,-64.625,0.0,top
TP2_42,12.401,-64.625,0.0,top
TP2_41,92.201,-79.125,0.0,top
TP2_40,46.601,-21.125,0.0,top
TP2_39,23.801,-50.125,0.0,top
TP2_38,12.401,-6.625,0.0,top
TP2_37,12.401,-35.625,0.0,top
TP2_36,80.801,-6.625,0.0,top
TP2_35,69.401,-6.625,0.0,top
TP2_34,35.201,-79.125,0.0,top
TP2_33,12.401,-79.125,0.0,top
TP2_32,46.601,-79.125,0.0,top
TP2_31,92.201,-50.125,0.0,top
TP2_30,46.601,-6.625,0.0,top
TP2_29,46.601,-64.625,0.0,top
TP2_28,23.801,-6.625,0.0,top
TP2_27,92.201,-35.625,0.0,top
TP2_26,35.201,-93.625,0.0,top
TP2_25,92.201,-21.125,0.0,top
TP2_24,35.201,-35.625,0.0,top
TP2_23,46.601,-93.625,0.0,top
TP2_22,80.801,-64.625,0.0,top
TP2_21,69.401,-79.125,0.0,top
TP2_20,46.601,-50.125,0.0,top
TP2_19,58.001,-93.625,0.0,top
TP2_18,35.201,-6.625,0.0,top
TP2_17,58.001,-35.625,0.0,top
TP2_16,23.801,-93.625,0.0,top
TP2_15,46.601,-35.625,0.0,top
TP2_14,58.001,-21.125,0.0,top
TP2_13,69.401,-50.125,0.0,top
TP2_12,12.401,-50.125,0.0,top
TP2_11,92.201,-93.625,0.0,top
TP2_10,80.801,-93.625,0.0,top
TP2_9,58.001,-50.125,0.0,top
TP2_8,80.801,-79.125,0.0,top
TP2_7,35.201,-21.125,0.0,top
TP2_6,69.401,-64.625,0.0,top
TP2_5,80.801,-21.125,0.0,top
TP2_4,12.401,-21.125,0.0,top
TP2_3,58.001,-79.125,0.0,top
TP2_2,80.801,-50.125,0.0,top
TP2,80.801,-35.625,0.0,top
TP3_56,58.001,-51.075,0.0,top
TP3_55,92.201,-7.575,0.0,top
TP3_54,46.601,-7.575,0.0,top
TP3_53,12.401,-22.075,0.0,top
TP3_52,12.401,-51.075,0.0,top
TP3_51,23.801,-80.075,0.0,top
TP3_50,12.401,-94.575,0.0,top
TP3_49,92.201,-65.575,0.0,top
TP3_48,58.001,-94.575,0.0,top
TP3_47,12.401,-7.575,0.0,top
TP3_46,35.201,-94.575,0.0,top
TP3_45,23.801,-7.575,0.0,top
TP3_44,35.201,-22.075,0.0,top
TP3_43,80.801,-65.575,0.0,top
TP3_42,80.801,-36.575,0.0,top
TP3_41,92.201,-51.075,0.0,top
TP3_40,35.201,-80.075,0.0,top
TP3_39,23.801,-22.075,0.0,top
TP3_38,35.201,-65.575,0.0,top
TP3_37,58.001,-7.575,0.0,top
TP3_36,80.801,-22.075,0.0,top
TP3_35,80.801,-51.075,0.0,top
TP3_34,23.801,-65.575,0.0,top
TP3_33,35.201,-36.575,0.0,top
TP3_32,58.001,-80.075,0.0,top
TP3_31,23.801,-94.575,0.0,top
TP3_30,12.401,-36.575,0.0,top
TP3_29,23.801,-36.575,0.0,top
TP3_28,58.001,-36.575,0.0,top
TP3_27,69.401,-65.575,0.0,top
TP3_26,46.601,-94.575,0.0,top
TP3_25,58.001,-65.575,0.0,top
TP3_24,58.001,-22.075,0.0,top
TP3_23,92.201,-80.075,0.0,top
TP3_22,12.401,-80.075,0.0,top
TP3_21,92.201,-94.575,0.0,top
TP3_20,46.601,-65.575,0.0,top
TP3_19,80.801,-94.575,0.0,top
TP3_18,46.601,-80.075,0.0,top
TP3_17,92.201,-22.075,0.0,top
TP3_16,35.201,-7.575,0.0,top
TP3_15,69.401,-51.075,0.0,top
TP3_14,69.401,-94.575,0.0,top
TP3_13,46.601,-22.075,0.0,top
TP3_12,80.801,-80.075,0.0,top
TP3_11,69.401,-22.075,0.0,top
TP3_10,23.801,-51.075,0.0,top
TP3_9,46.601,-36.575,0.0,top
TP3_8,80.801,-7.575,0.0,top
TP3_7,69.401,-80.075,0.0,top
TP3_6,12.401,-65.575,0.0,top
TP3_5,69.401,-7.575,0.0,top
TP3_4,92.201,-36.575,0.0,top
TP3_3,46.601,-51.075,0.0,top
TP3_2,69.401,-36.575,0.0,top
TP3,35.201,-51.075,0.0,top
TP4_56,52.776,-48.9,0.0,top
TP4_55,29.976,-34.4,0.0,top
TP4_54,86.976,-77.9,0.0,top
TP4_53,29.976,-92.4,0.0,top
TP4_52,64.176,-92.4,0.0,top
TP4_51,41.376,-48.9,0.0,top
TP4_50,18.576,-5.4,0.0,top
TP4_49,86.976,-19.9,0.0,top
TP4_48,18.576,-19.9,0.0,top
TP4_47,29.976,-48.9,0.0,top
TP4_46,64.176,-48.9,0.0,top
TP4_45,18.576,-63.4,0.0,top
TP4_44,7.176,-48.9,0.0,top
TP4_43,18.576,-48.9,0.0,top
TP4_42,64.176,-34.4,0.0,top
TP4_41,41.376,-5.4,0.0,top
TP4_40,64.176,-19.9,0.0,top
TP4_39,64.176,-63.4,0.0,top
TP4_38,7.176,-77.9,0.0,top
TP4_37,29.976,-77.9,0.0,top
TP4_36,75.576,-63.4,0.0,top
TP4_35,86.976,-63.4,0.0,top
TP4_34,52.776,-92.4,0.0,top
TP4_33,86.976,-48.9,0.0,top
TP4_32,7.176,-63.4,0.0,top
TP4_31,41.376,-63.4,0.0,top
TP4_30,52.776,-77.9,0.0,top
TP4_29,75.576,-92.4,0.0,top
TP4_28,64.176,-5.4,0.0,top
TP4_27,75.576,-48.9,0.0,top
TP4_26,41.376,-34.4,0.0,top
TP4_25,52.776,-19.9,0.0,top
TP4_24,41.376,-19.9,0.0,top
TP4_23,41.376,-92.4,0.0,top
TP4_22,29.976,-63.4,0.0,top
TP4_21,18.576,-77.9,0.0,top
TP4_20,75.576,-77.9,0.0,top
TP4_19,52.776,-5.4,0.0,top
TP4_18,41.376,-77.9,0.0,top
TP4_17,7.176,-92.4,0.0,top
TP4_16,18.576,-34.4,0.0,top
TP4_15,7.176,-34.4,0.0,top
TP4_14,75.576,-34.4,0.0,top
TP4_13,52.776,-63.4,0.0,top
TP4_12,86.976,-92.4,0.0,top
TP4_11,29.976,-19.9,0.0,top
TP4_10,86.976,-5.4,0.0,top
TP4_9,64.176,-77.9,0.0,top
TP4_8,7.176,-19.9,0.0,top
TP4_7,7.176,-5.4,0.0,top
TP4_6,86.976,-34.4,0.0,top
